Family,Rows,Paired_OPT,Unresolved_Pairs,Base_FEASIBLE,Sym_FEASIBLE,Symmetry_Rules,Paired_Time_Base,Paired_Time_Sym,Median_Paired_Speedup,Median_Paired_Clause_Reduction_Pct
C,48,48,0,0,0,root=0+order,22.986896,23.983254,1.0003895588124798,12.583095916429249
