Graph,Family,V,E,lambda_Base,lambda_Sym,Time_Base,Status_Base,Time_Sym,Status_Sym,Count_Span_Kind,Count_Span,Symmetry_Rule,Var_Base,Var_Sym,Clause_Raw_Base,Clause_Raw_Sym,Clause_Base,Clause_Sym,Var_Reduce_Pct,Clause_Reduce_Pct,Order,Consistent,Completed_Attempts_Base,Conflicts_Base,Decisions_Base,Propagations_Base,Encoding_Time_Base,SAT_Solve_Time_Base,Stats_Complete_Base,Completed_Attempts_Sym,Conflicts_Sym,Decisions_Sym,Propagations_Sym,Encoding_Time_Sym,SAT_Solve_Time_Sym,Stats_Complete_Sym
P_6oC_8,PoC,54,101,12,12,3.303125,OPT,4.048641,OPT,OPT,12,none,648,648,6983,6983,6983,6983,0.0,0.0,"Sym,Base",YES,2,137523,167887,2651200,0.094521,2.727947,True,2,137523,167887,2651200,0.138188,3.024252,True
C_6xC_9,CxC,54,108,7,7,2.452019,OPT,1.295766,OPT,OPT,7,order,378,378,4428,4436,4428,4402,0.0,0.5872,"Base,Sym",YES,3,46907,72084,1874132,0.1259,1.698847,True,3,22129,35468,824254,0.124537,0.531258,True
C_6xP_9,CxP,54,102,7,7,0.703831,OPT,0.722937,OPT,OPT,7,order,378,378,4104,4112,4104,4088,0.0,0.3899,"Sym,Base",YES,3,1295,1903,35426,0.094739,0.015151,True,3,1369,1968,36623,0.134684,0.020869,True
P_6xP_9,PxP,54,93,6,6,0.61521,OPT,0.742659,OPT,OPT,6,none,324,324,3143,3143,3143,3143,0.0,0.0,"Base,Sym",YES,3,145,266,3411,0.079462,0.001863,True,3,145,266,3411,0.063926,0.001334,True
C_6oC_9,CoC,60,114,13,13,17.847433,OPT,7.648134,OPT,OPT,13,order,780,780,9144,9158,9144,9072,0.0,0.7874,"Sym,Base",YES,2,574723,694915,10853723,0.143775,17.115196,True,2,287743,361499,5312200,0.219059,6.861089,True
P_6oP_9,PoP,60,107,13,13,11.152588,OPT,10.682319,OPT,OPT,13,none,780,780,8668,8668,8668,8668,0.0,0.0,"Base,Sym",YES,2,459572,567536,8291209,0.101933,10.283306,True,2,459572,567536,8291209,0.102303,9.885522,True
C_6oP_9,CoP,60,108,13,13,12.894119,OPT,8.191963,OPT,OPT,13,order,780,780,8988,9002,8988,8916,0.0,0.8011,"Sym,Base",YES,2,563210,703723,10172421,0.108539,12.096919,True,2,370387,458278,6733700,0.155989,7.358214,True
P_6oC_9,PoC,60,113,13,13,9.982317,OPT,14.289198,OPT,OPT,13,none,780,780,8824,8824,8824,8824,0.0,0.0,"Base,Sym",YES,2,400286,496805,7351996,0.114172,9.144937,True,2,400286,496805,7351996,0.122877,13.445722,True
C_6xC_10,CxC,60,120,7,7,0.873207,OPT,1.308945,OPT,OPT,7,order,420,420,4920,4928,4920,4894,0.0,0.5285,"Sym,Base",YES,3,2484,3996,80348,0.107658,0.032606,True,3,2046,3502,68435,0.236069,0.04011,True
C_6xP_10,CxP,60,114,7,7,1.102838,OPT,0.829756,OPT,OPT,7,order,420,420,4596,4604,4596,4580,0.0,0.3481,"Base,Sym",YES,3,1551,2310,42013,0.191419,0.041863,True,3,1489,2143,39867,0.106884,0.019452,True
P_6xP_10,PxP,60,104,6,6,0.838124,OPT,1.131339,OPT,OPT,6,none,360,360,3522,3522,3522,3522,0.0,0.0,"Sym,Base",YES,3,147,274,3644,0.06669,0.001366,True,3,147,274,3644,0.154364,0.002686,True
C_6oC_10,CoC,66,126,14,14,75.965299,OPT,51.395228,OPT,OPT,14,order,924,924,11316,11331,11316,11237,0.0,0.6981,"Base,Sym",YES,2,2022884,2508686,37182889,0.171572,75.299982,True,2,1779804,2240625,33172626,0.276796,50.088775,True
P_6oP_10,PoP,66,119,14,14,51.140105,OPT,54.888307,OPT,OPT,14,none,924,924,10775,10775,10775,10775,0.0,0.0,"Sym,Base",YES,2,1549720,1928955,28219742,0.147746,50.238094,True,2,1549720,1928955,28219742,0.141157,53.94871,True
C_6oP_10,CoP,66,120,14,14,102.138772,OPT,72.436121,OPT,OPT,14,order,924,924,11148,11163,11148,11069,0.0,0.7086,"Base,Sym",YES,2,2620332,3216599,48374929,0.304006,100.85295,True,2,2400103,2998438,45835846,0.136011,71.490056,True
P_6oC_10,PoC,66,125,14,14,66.371185,OPT,67.0646,OPT,OPT,14,none,924,924,10943,10943,10943,10943,0.0,0.0,"Sym,Base",YES,2,1994793,2405281,36417416,0.139682,65.357281,True,2,1994793,2405281,36417416,0.181947,66.137995,True
C_7xC_3,CxC,21,42,8,8,1.02175,OPT,0.688744,OPT,OPT,8,order,168,168,1764,1773,1764,1743,0.0,1.1905,"Base,Sym",YES,3,4606,6415,92720,0.055715,0.064975,True,3,3310,4741,65915,0.028331,0.044661,True
C_7xP_3,CxP,21,35,6,6,0.734032,OPT,0.570775,OPT,OPT,6,order,126,126,1162,1169,1162,1145,0.0,1.463,"Sym,Base",YES,3,126,193,1884,0.035115,0.003663,True,3,84,131,1419,0.044847,0.000769,True
P_7xP_3,PxP,21,32,6,6,0.605169,OPT,0.589475,OPT,OPT,6,none,126,126,1035,1035,1035,1035,0.0,0.0,"Base,Sym",YES,2,82,117,1263,0.018846,0.003134,True,2,82,117,1263,0.012377,0.000545,True
C_7oC_3,CoC,28,49,8,8,0.718051,OPT,0.567827,OPT,OPT,8,order,224,224,1862,1871,1862,1833,0.0,1.5575,"Sym,Base",YES,2,3129,5738,67075,0.028687,0.034507,True,2,1747,3118,35378,0.037983,0.021824,True
P_7oP_3,PoP,28,41,7,7,0.697461,OPT,0.729674,OPT,OPT,7,none,196,196,1454,1454,1454,1454,0.0,0.0,"Base,Sym",YES,2,565,889,8090,0.052176,0.00555,True,2,565,889,8090,0.031292,0.003364,True
C_7oP_3,CoP,28,42,7,7,0.585824,OPT,0.581903,OPT,OPT,7,order,196,196,1540,1548,1540,1510,0.0,1.9481,"Sym,Base",YES,2,564,897,9573,0.023583,0.003722,True,2,353,585,6256,0.029447,0.002219,True
P_7oC_3,PoC,28,48,7,7,0.722872,OPT,0.756923,OPT,OPT,7,none,196,196,1552,1552,1552,1552,0.0,0.0,"Base,Sym",YES,2,305,481,3608,0.036254,0.005346,True,2,305,481,3608,0.02635,0.003251,True
C_7xC_4,CxC,28,56,7,7,0.648795,OPT,0.577116,OPT,OPT,7,order,196,196,2184,2192,2184,2160,0.0,1.0989,"Sym,Base",YES,2,432,588,8256,0.035654,0.006145,True,2,374,512,7255,0.056147,0.003815,True
C_7xP_4,CxP,28,49,6,6,0.621099,OPT,0.602817,OPT,OPT,6,order,168,168,1659,1666,1659,1642,0.0,1.0247,"Base,Sym",YES,3,117,195,2110,0.054768,0.001154,True,3,226,343,4561,0.037937,0.001751,True
P_7xP_4,PxP,28,45,6,6,0.691783,OPT,0.529292,OPT,OPT,6,none,168,168,1485,1485,1485,1485,0.0,0.0,"Sym,Base",YES,3,113,172,1749,0.038892,0.001011,True,3,113,172,1749,0.030597,0.000734,True
C_7oC_4,CoC,35,63,8,8,0.671757,OPT,0.617899,OPT,OPT,8,order,280,280,2513,2522,2513,2476,0.0,1.4723,"Base,Sym",YES,3,1141,1712,18784,0.103177,0.014627,True,3,1132,1756,20711,0.051263,0.012583,True
P_7oP_4,PoP,35,55,8,8,0.652761,OPT,0.583959,OPT,OPT,8,none,280,280,2286,2286,2286,2286,0.0,0.0,"Sym,Base",YES,2,1193,1677,19540,0.049198,0.009936,True,2,1193,1677,19540,0.052357,0.014012,True
C_7oP_4,CoP,35,56,8,8,0.560058,OPT,0.596697,OPT,OPT,8,order,280,280,2401,2410,2401,2364,0.0,1.541,"Base,Sym",YES,2,1078,1527,16534,0.048988,0.009179,True,2,1432,1999,22185,0.039785,0.011451,True
P_7oC_4,PoC,35,62,8,8,0.632466,OPT,0.653848,OPT,OPT,8,none,280,280,2398,2398,2398,2398,0.0,0.0,"Sym,Base",YES,3,1097,1615,18519,0.053336,0.008857,True,3,1097,1615,18519,0.065323,0.014363,True
C_7xC_5,CxC,35,70,7,7,0.602385,OPT,0.618165,OPT,OPT,7,order,245,245,2870,2878,2870,2844,0.0,0.9059,"Base,Sym",YES,3,1387,2024,34641,0.08561,0.01596,True,3,803,1192,21087,0.065969,0.007295,True
C_7xP_5,CxP,35,63,6,6,0.605233,OPT,0.580386,OPT,OPT,6,order,210,210,2156,2163,2156,2139,0.0,0.7885,"Sym,Base",YES,3,115,209,2333,0.055155,0.002334,True,3,109,188,2362,0.068155,0.001881,True
P_7xP_5,PxP,35,58,6,6,0.531549,OPT,0.651703,OPT,OPT,6,none,210,210,1935,1935,1935,1935,0.0,0.0,"Base,Sym",YES,3,118,197,2113,0.051083,0.0009,True,3,118,197,2113,0.043837,0.0009,True
C_7oC_5,CoC,42,77,9,9,0.599422,OPT,0.561816,OPT,OPT,9,order,378,378,3612,3622,3612,3568,0.0,1.2182,"Sym,Base",YES,2,3287,4455,55072,0.047403,0.029635,True,2,2071,2824,34146,0.059283,0.018056,True
P_7oP_5,PoP,42,69,9,9,0.603512,OPT,0.76665,OPT,OPT,9,none,378,378,3338,3338,3338,3338,0.0,0.0,"Base,Sym",YES,2,3809,5113,64227,0.074476,0.041982,True,2,3809,5113,64227,0.053891,0.031696,True
C_7oP_5,CoP,42,70,9,9,0.671532,OPT,0.648589,OPT,OPT,9,order,378,378,3486,3496,3486,3442,0.0,1.2622,"Sym,Base",YES,2,2996,4068,51190,0.049297,0.024363,True,2,2330,3076,39252,0.058545,0.021029,True
P_7oC_5,PoC,42,76,9,9,0.591442,OPT,0.839393,OPT,OPT,9,none,378,378,3464,3464,3464,3464,0.0,0.0,"Base,Sym",YES,2,2989,4091,49705,0.053526,0.02744,True,2,2989,4091,49705,0.081311,0.033902,True
C_7xC_6,CxC,42,84,8,8,5.780402,OPT,2.911407,OPT,OPT,8,order,336,336,3906,3915,3906,3881,0.0,0.64,"Sym,Base",YES,3,96380,123022,4112728,0.08848,5.088615,True,3,58168,75240,2349852,0.079074,2.326571,True
C_7xP_6,CxP,42,77,6,6,1.151984,OPT,0.702261,OPT,OPT,6,order,252,252,2653,2660,2653,2636,0.0,0.6408,"Base,Sym",YES,3,97,200,2278,0.100899,0.007659,True,3,103,208,2585,0.117251,0.001158,True
P_7xP_6,PxP,42,71,6,6,0.792457,OPT,0.821204,OPT,OPT,6,none,252,252,2385,2385,2385,2385,0.0,0.0,"Sym,Base",YES,3,130,224,2544,0.106956,0.001419,True,3,130,224,2544,0.065683,0.001548,True
C_7oC_6,CoC,49,91,10,10,0.993747,OPT,1.091164,OPT,OPT,10,order,490,490,4956,4967,4956,4905,0.0,1.0291,"Base,Sym",YES,2,11126,14153,197440,0.178037,0.168372,True,2,11257,14205,194115,0.124574,0.225187,True
P_7oP_6,PoP,49,83,10,10,0.928143,OPT,1.195721,OPT,OPT,10,none,490,490,4631,4631,4631,4631,0.0,0.0,"Sym,Base",YES,1,12427,16100,218329,0.036049,0.178093,True,1,12427,16100,218329,0.05079,0.282254,True
C_7oP_6,CoP,49,84,10,10,1.181379,OPT,1.292905,OPT,OPT,10,order,490,490,4816,4827,4816,4765,0.0,1.059,"Base,Sym",YES,2,13981,17833,255005,0.131721,0.252464,True,2,11608,14631,199427,0.178087,0.292314,True
P_7oC_6,PoC,49,90,10,10,0.843447,OPT,0.946763,OPT,OPT,10,none,490,490,4771,4771,4771,4771,0.0,0.0,"Sym,Base",YES,1,11918,15242,206656,0.040101,0.149953,True,1,11918,15242,206656,0.059445,0.181795,True
C_7xC_7,CxC,49,98,6,6,0.90665,OPT,0.906871,OPT,OPT,6,order,294,294,3479,3486,3479,3452,0.0,0.7761,"Base,Sym",YES,3,428,694,12608,0.169805,0.008041,True,3,384,595,11644,0.165173,0.016265,True
C_7xP_7,CxP,49,91,6,6,0.72609,OPT,0.699579,OPT,OPT,6,order,294,294,3150,3157,3150,3133,0.0,0.5397,"Sym,Base",YES,3,112,215,2459,0.103022,0.001991,True,3,128,242,2927,0.13422,0.001407,True
P_7xP_7,PxP,49,84,6,6,0.787518,OPT,0.81795,OPT,OPT,6,none,294,294,2835,2835,2835,2835,0.0,0.0,"Base,Sym",YES,3,144,254,3276,0.073595,0.001747,True,3,144,254,3276,0.062832,0.001671,True
C_7oC_7,CoC,56,105,11,11,1.096354,OPT,1.347677,OPT,OPT,11,order,616,616,6566,6578,6566,6508,0.0,0.8833,"Sym,Base",YES,2,43578,53896,808696,0.096674,0.544834,True,2,53182,66405,984485,0.101808,0.768909,True
P_7oP_7,PoP,56,97,11,11,1.397911,OPT,1.297392,OPT,OPT,11,none,616,616,6186,6186,6186,6186,0.0,0.0,"Base,Sym",YES,2,66704,83272,1271008,0.069512,0.899364,True,2,66704,83272,1271008,0.069733,0.840783,True
C_7oP_7,CoP,56,98,11,11,0.908157,OPT,0.964959,OPT,OPT,11,order,616,616,6412,6424,6412,6354,0.0,0.9046,"Sym,Base",YES,2,36652,45310,634122,0.07433,0.446135,True,2,43677,55001,820180,0.076692,0.491735,True
P_7oC_7,PoC,56,104,11,11,1.487957,OPT,0.995113,OPT,OPT,11,none,616,616,6340,6340,6340,6340,0.0,0.0,"Base,Sym",YES,2,43058,54136,773706,0.102875,0.729334,True,2,43058,54136,773706,0.076003,0.521517,True
C_7xC_8,CxC,56,112,7,7,0.557602,OPT,0.518802,OPT,OPT,7,order,392,392,4592,4600,4592,4566,0.0,0.5662,"Sym,Base",YES,3,2465,4321,95636,0.088916,0.028503,True,3,1785,3076,61521,0.085375,0.021569,True
C_7xP_8,CxP,56,105,6,6,0.488593,OPT,0.566199,OPT,OPT,6,order,336,336,3647,3654,3647,3630,0.0,0.4661,"Base,Sym",YES,3,119,263,2987,0.068646,0.001466,True,3,124,281,3199,0.069083,0.001324,True
P_7xP_8,PxP,56,97,6,6,0.542347,OPT,0.477277,OPT,OPT,6,none,336,336,3285,3285,3285,3285,0.0,0.0,"Sym,Base",YES,3,138,286,3538,0.072375,0.001733,True,3,138,286,3538,0.061306,0.001432,True
C_7oC_8,CoC,63,119,12,12,2.614829,OPT,2.168404,OPT,OPT,12,order,756,756,8463,8476,8463,8398,0.0,0.768,"Base,Sym",YES,2,138765,176298,2572570,0.139327,2.061994,True,2,130378,163609,2445527,0.095832,1.680132,True
P_7oP_8,PoP,63,111,12,12,2.175648,OPT,2.307381,OPT,OPT,12,none,756,756,8024,8024,8024,8024,0.0,0.0,"Sym,Base",YES,2,123865,154216,2299232,0.09464,1.657773,True,2,123865,154216,2299232,0.102106,1.788936,True
C_7oP_8,CoP,63,112,12,12,2.287959,OPT,1.965248,OPT,OPT,12,order,756,756,8295,8308,8295,8230,0.0,0.7836,"Base,Sym",YES,2,121364,150689,2227087,0.103898,1.778677,True,2,112293,139726,2101660,0.09493,1.480512,True
P_7oC_8,PoC,63,118,12,12,2.219588,OPT,2.23709,OPT,OPT,12,none,756,756,8192,8192,8192,8192,0.0,0.0,"Sym,Base",YES,2,112075,138436,2134996,0.093361,1.707983,True,2,112075,138436,2134996,0.101794,1.736654,True
C_7xC_9,CxC,63,126,8,8,168.794546,OPT,44.344465,OPT,OPT,8,order,504,504,5859,5868,5859,5834,0.0,0.4267,"Base,Sym",YES,3,1057491,1346937,58181717,0.095871,168.248529,True,3,511826,668523,27209733,0.090777,43.469398,True
C_7xP_9,CxP,63,119,6,6,0.605506,OPT,0.494958,OPT,OPT,6,order,378,378,4144,4151,4144,4127,0.0,0.4102,"Sym,Base",YES,3,140,323,3463,0.090605,0.001784,True,3,131,269,3682,0.084009,0.001619,True
P_7xP_9,PxP,63,110,6,6,0.478732,OPT,0.538456,OPT,OPT,6,none,378,378,3735,3735,3735,3735,0.0,0.0,"Base,Sym",YES,3,153,308,3550,0.065055,0.001649,True,3,153,308,3550,0.07181,0.002286,True
C_7oC_9,CoC,70,133,13,13,7.773741,OPT,7.457801,OPT,OPT,13,order,910,910,10668,10682,10668,10596,0.0,0.6749,"Sym,Base",YES,2,385696,476834,7077039,0.128792,7.252031,True,2,414539,528058,7783220,0.17809,6.842668,True
P_7oP_9,PoP,70,125,13,13,9.697927,OPT,9.284273,OPT,OPT,13,none,910,910,10166,10166,10166,10166,0.0,0.0,"Base,Sym",YES,2,443190,555315,8284363,0.158578,9.056552,True,2,443190,555315,8284363,0.12147,8.757636,True
C_7oP_9,CoP,70,126,13,13,14.204111,OPT,14.124866,OPT,OPT,13,order,910,910,10486,10500,10486,10414,0.0,0.6866,"Sym,Base",YES,2,414866,514240,7449107,0.21669,12.044162,True,2,674780,839397,13325913,0.146744,13.549045,True
P_7oC_9,PoC,70,132,13,13,9.0146,OPT,9.450009,OPT,OPT,13,none,910,910,10348,10348,10348,10348,0.0,0.0,"Base,Sym",YES,2,367850,459753,6989342,0.225913,8.260206,True,2,367850,459753,6989342,0.207317,8.58857,True
C_7xC_10,CxC,70,140,7,7,0.633132,OPT,0.793744,OPT,OPT,7,order,490,490,5740,5748,5740,5714,0.0,0.453,"Sym,Base",YES,3,5993,10839,232574,0.099641,0.076072,True,3,10722,18869,399101,0.137826,0.176755,True
C_7xP_10,CxP,70,133,6,6,0.511325,OPT,0.562639,OPT,OPT,6,order,420,420,4641,4648,4641,4624,0.0,0.3663,"Base,Sym",YES,3,173,474,6215,0.09566,0.002145,True,3,149,307,4280,0.098925,0.002196,True
P_7xP_10,PxP,70,123,6,6,0.55783,OPT,0.543385,OPT,OPT,6,none,420,420,4185,4185,4185,4185,0.0,0.0,"Sym,Base",YES,3,162,311,4063,0.076636,0.001702,True,3,162,311,4063,0.088046,0.003395,True
C_7oC_10,CoC,77,147,14,14,78.984798,OPT,42.386917,OPT,OPT,14,order,1078,1078,13202,13217,13202,13123,0.0,0.5984,"Base,Sym",YES,2,2920617,3623649,54175564,0.221238,78.307519,True,2,1785773,2249509,33131461,0.159721,41.428521,True
P_7oP_10,PoP,77,139,14,14,51.858654,OPT,50.852991,OPT,OPT,14,none,1078,1078,12633,12633,12633,12633,0.0,0.0,"Sym,Base",YES,2,2021854,2473681,36053270,0.151386,50.861198,True,2,2021854,2473681,36053270,0.191471,49.884737,True
C_7oP_10,CoP,77,140,14,14,67.771496,OPT,60.01954,OPT,OPT,14,order,1078,1078,13006,13021,13006,12927,0.0,0.6074,"Base,Sym",YES,2,2772410,3413646,51121459,0.236286,66.587994,True,2,2182063,2731406,41300821,0.172507,59.054402,True
P_7oC_10,PoC,77,146,14,14,54.797978,OPT,54.302615,OPT,OPT,14,none,1078,1078,12829,12829,12829,12829,0.0,0.0,"Sym,Base",YES,2,2082696,2566416,37234786,0.152742,53.844305,True,2,2082696,2566416,37234786,0.16026,53.381195,True
C_8xC_3,CxC,24,48,7,7,0.812305,OPT,0.639381,OPT,OPT,7,order,168,168,1776,1784,1776,1754,0.0,1.2387,"Base,Sym",YES,3,346,496,5943,0.055262,0.003052,True,3,251,382,4520,0.04036,0.001798,True
C_8xP_3,CxP,24,40,6,6,0.588569,OPT,0.654592,OPT,OPT,6,order,144,144,1328,1335,1328,1311,0.0,1.2801,"Sym,Base",YES,3,152,232,2722,0.036177,0.001202,True,3,89,140,1824,0.038689,0.00091,True
P_8xP_3,PxP,24,37,6,6,0.496992,OPT,0.544848,OPT,OPT,6,none,144,144,1201,1201,1201,1201,0.0,0.0,"Base,Sym",YES,2,98,138,1382,0.020754,0.001018,True,2,98,138,1382,0.016395,0.00074,True
C_8oC_3,CoC,32,56,7,7,0.553215,OPT,0.734563,OPT,OPT,7,order,224,224,1872,1880,1872,1842,0.0,1.6026,"Sym,Base",YES,2,250,381,3677,0.025658,0.001452,True,2,259,440,3698,0.027561,0.001417,True
P_8oP_3,PoP,32,47,7,7,0.504768,OPT,0.589366,OPT,OPT,7,none,224,224,1674,1674,1674,1674,0.0,0.0,"Base,Sym",YES,2,550,843,9440,0.028666,0.00492,True,2,550,843,9440,0.023364,0.004276,True
C_8oP_3,CoP,32,48,7,7,0.567267,OPT,0.502325,OPT,OPT,7,order,224,224,1760,1768,1760,1730,0.0,1.7045,"Sym,Base",YES,2,488,793,8429,0.021917,0.00309,True,2,401,686,6754,0.032357,0.003307,True
P_8oC_3,PoC,32,55,7,7,0.707368,OPT,0.519969,OPT,OPT,7,none,224,224,1786,1786,1786,1786,0.0,0.0,"Base,Sym",YES,2,260,402,3296,0.027576,0.001846,True,2,260,402,3296,0.032181,0.001581,True
C_8xC_4,CxC,32,64,7,7,0.544526,OPT,0.531323,OPT,OPT,7,order,224,224,2496,2504,2496,2472,0.0,0.9615,"Sym,Base",YES,2,433,591,8257,0.040098,0.003233,True,2,382,518,7122,0.055102,0.004589,True
C_8xP_4,CxP,32,56,7,7,0.737735,OPT,0.586079,OPT,OPT,7,order,224,224,2192,2200,2192,2176,0.0,0.7299,"Base,Sym",YES,3,1494,2180,42105,0.044915,0.015341,True,3,830,1302,22365,0.043565,0.00746,True
P_8xP_4,PxP,32,52,6,6,0.600291,OPT,0.487461,OPT,OPT,6,none,192,192,1722,1722,1722,1722,0.0,0.0,"Sym,Base",YES,3,116,186,2089,0.044866,0.001083,True,3,116,186,2089,0.040476,0.001219,True
C_8oC_4,CoC,40,72,8,8,0.88978,OPT,0.817025,OPT,OPT,8,order,320,320,2872,2881,2872,2835,0.0,1.2883,"Base,Sym",YES,3,1193,1750,18606,0.310204,0.01947,True,3,907,1454,16153,0.057535,0.005588,True
P_8oP_4,PoP,40,63,8,8,0.589735,OPT,0.498142,OPT,OPT,8,none,320,320,2629,2629,2629,2629,0.0,0.0,"Sym,Base",YES,2,1060,1528,17570,0.049027,0.008735,True,2,1060,1528,17570,0.039941,0.009129,True
C_8oP_4,CoP,40,64,8,8,0.637378,OPT,0.784253,OPT,OPT,8,order,320,320,2744,2753,2744,2707,0.0,1.3484,"Base,Sym",YES,2,898,1307,14358,0.037849,0.156573,True,2,775,1154,12082,0.050278,0.006122,True
P_8oC_4,PoC,40,71,8,8,0.616667,OPT,0.888464,OPT,OPT,8,none,320,320,2757,2757,2757,2757,0.0,0.0,"Sym,Base",YES,3,842,1237,12703,0.065664,0.007036,True,3,842,1237,12703,0.111255,0.02691,True
C_8xC_5,CxC,40,80,7,7,0.714473,OPT,0.685013,OPT,OPT,7,order,280,280,3280,3288,3280,3254,0.0,0.7927,"Base,Sym",YES,3,1442,2175,36533,0.093174,0.016338,True,3,1104,1851,28516,0.072125,0.010857,True
C_8xP_5,CxP,40,72,7,7,0.627279,OPT,0.827638,OPT,OPT,7,order,280,280,2848,2856,2848,2832,0.0,0.5618,"Sym,Base",YES,3,1413,2020,44075,0.069591,0.014637,True,3,1003,1518,31220,0.088115,0.012411,True
P_8xP_5,PxP,40,67,6,6,0.635833,OPT,0.692643,OPT,OPT,6,none,240,240,2243,2243,2243,2243,0.0,0.0,"Base,Sym",YES,3,110,187,2081,0.070676,0.001263,True,3,110,187,2081,0.04902,0.000918,True
C_8oC_5,CoC,48,88,9,9,0.481137,OPT,0.700278,OPT,OPT,9,order,432,432,4128,4138,4128,4084,0.0,1.0659,"Sym,Base",YES,2,3604,4876,61387,0.049918,0.027238,True,2,3064,4214,53525,0.087573,0.022342,True
P_8oP_5,PoP,48,79,9,9,0.493517,OPT,0.481595,OPT,OPT,9,none,432,432,3836,3836,3836,3836,0.0,0.0,"Base,Sym",YES,2,3989,5390,68876,0.045831,0.02915,True,2,3989,5390,68876,0.041903,0.028014,True
C_8oP_5,CoP,48,80,9,9,0.500145,OPT,0.681528,OPT,OPT,9,order,432,432,3984,3994,3984,3940,0.0,1.1044,"Sym,Base",YES,2,3087,4257,50952,0.050186,0.02365,True,2,3237,4304,57186,0.182445,0.07583,True
P_8oC_5,PoC,48,87,9,9,0.497583,OPT,0.459562,OPT,OPT,9,none,432,432,3980,3980,3980,3980,0.0,0.0,"Base,Sym",YES,2,2796,3963,48937,0.049678,0.020107,True,2,2796,3963,48937,0.045262,0.019426,True
C_8xC_6,CxC,48,96,7,7,0.496338,OPT,0.76023,OPT,OPT,7,order,336,336,3936,3944,3936,3910,0.0,0.6606,"Sym,Base",YES,3,1601,2814,53802,0.071831,0.018955,True,3,777,1135,24541,0.150404,0.011178,True
C_8xP_6,CxP,48,88,7,7,0.530874,OPT,0.471212,OPT,OPT,7,order,336,336,3504,3512,3504,3488,0.0,0.4566,"Base,Sym",YES,3,1548,2413,51045,0.083685,0.016051,True,3,1490,2200,50617,0.059311,0.016322,True
P_8xP_6,PxP,48,82,6,6,0.531641,OPT,0.616931,OPT,OPT,6,none,288,288,2764,2764,2764,2764,0.0,0.0,"Sym,Base",YES,3,118,222,2597,0.051306,0.001066,True,3,118,222,2597,0.053112,0.001123,True
C_8oC_6,CoC,56,104,10,10,0.559554,OPT,0.556289,OPT,OPT,10,order,560,560,5664,5675,5664,5613,0.0,0.9004,"Base,Sym",YES,1,10223,13190,186672,0.031876,0.100257,True,1,10681,13551,190276,0.032804,0.096201,True
P_8oP_6,PoP,56,95,10,10,0.576185,OPT,0.741081,OPT,OPT,10,none,560,560,5319,5319,5319,5319,0.0,0.0,"Sym,Base",YES,1,12320,15656,213920,0.031977,0.106893,True,1,12320,15656,213920,0.031186,0.289839,True
C_8oP_6,CoP,56,96,10,10,0.620269,OPT,0.493684,OPT,OPT,10,order,560,560,5504,5515,5504,5453,0.0,0.9266,"Base,Sym",YES,1,14066,17799,245352,0.033394,0.17896,True,1,8133,10307,136088,0.030867,0.068575,True
P_8oC_6,PoC,56,103,10,10,0.519732,OPT,0.567256,OPT,OPT,10,none,560,560,5479,5479,5479,5479,0.0,0.0,"Sym,Base",YES,1,11862,15189,217332,0.031141,0.111764,True,1,11862,15189,217332,0.033591,0.124542,True
C_8xC_7,CxC,56,112,7,7,0.753069,OPT,0.508676,OPT,OPT,7,order,392,392,4592,4600,4592,4566,0.0,0.5662,"Base,Sym",YES,3,1447,2163,53529,0.150412,0.022603,True,3,876,1471,32470,0.090438,0.009968,True
C_8xP_7,CxP,56,104,7,7,0.501359,OPT,0.533483,OPT,OPT,7,order,392,392,4160,4168,4160,4144,0.0,0.3846,"Sym,Base",YES,3,1312,2021,49242,0.069633,0.015278,True,3,1295,1973,44898,0.085819,0.0178,True
P_8xP_7,PxP,56,97,6,6,0.476362,OPT,0.467945,OPT,OPT,6,none,336,336,3285,3285,3285,3285,0.0,0.0,"Base,Sym",YES,3,127,264,3262,0.062784,0.00145,True,3,127,264,3262,0.055288,0.001222,True
C_8oC_7,CoC,64,120,11,11,1.197041,OPT,1.167292,OPT,OPT,11,order,704,704,7504,7516,7504,7446,0.0,0.7729,"Sym,Base",YES,2,56881,71059,1086443,0.087801,0.676259,True,2,46466,58213,876387,0.110648,0.475256,True
P_8oP_7,PoP,64,111,11,11,1.351662,OPT,1.185927,OPT,OPT,11,none,704,704,7102,7102,7102,7102,0.0,0.0,"Base,Sym",YES,2,60282,75612,1099476,0.099191,0.838058,True,2,60282,75612,1099476,0.082135,0.694051,True
C_8oP_7,CoP,64,112,11,11,0.933717,OPT,1.124631,OPT,OPT,11,order,704,704,7328,7340,7328,7270,0.0,0.7915,"Sym,Base",YES,2,35480,43944,641059,0.08747,0.418782,True,2,37305,47072,644026,0.110122,0.399676,True
P_8oC_7,PoC,64,119,11,11,1.050789,OPT,0.93731,OPT,OPT,11,none,704,704,7278,7278,7278,7278,0.0,0.0,"Base,Sym",YES,2,36934,45955,688529,0.090483,0.544962,True,2,36934,45955,688529,0.089712,0.457366,True
C_8xC_8,CxC,64,128,7,7,0.511075,OPT,0.693491,OPT,OPT,7,order,448,448,5248,5256,5248,5222,0.0,0.4954,"Sym,Base",YES,3,2313,3952,82965,0.093174,0.025627,True,3,2428,4158,84051,0.122138,0.031046,True
