Graph,Family,V,E,lambda_Base,lambda_Sym,Time_Base,Status_Base,Time_Sym,Status_Sym,Count_Span_Kind,Count_Span,Symmetry_Rule,Var_Base,Var_Sym,Clause_Raw_Base,Clause_Raw_Sym,Clause_Base,Clause_Sym,Var_Reduce_Pct,Clause_Reduce_Pct,Order,Consistent,Completed_Attempts_Base,Conflicts_Base,Decisions_Base,Propagations_Base,Encoding_Time_Base,SAT_Solve_Time_Base,Stats_Complete_Base,Completed_Attempts_Sym,Conflicts_Sym,Decisions_Sym,Propagations_Sym,Encoding_Time_Sym,SAT_Solve_Time_Sym,Stats_Complete_Sym
P_4oP_9,PoP,40,71,12,12,0.973279,OPT,0.981574,OPT,OPT,12,none,480,480,5251,5251,5251,5251,0.0,0.0,"Base,Sym",YES,2,31597,41147,525333,0.081469,0.447635,True,2,31597,41147,525333,0.075385,0.362445,True
C_4oP_9,CoP,40,72,13,13,21.600603,OPT,8.82264,OPT,OPT,13,order,520,520,5964,5978,5964,5894,0.0,1.1737,"Sym,Base",YES,2,735280,897913,13640659,0.091353,20.953931,True,2,334203,418420,6512946,0.110857,8.004261,True
P_4oC_9,PoC,40,75,12,12,2.202897,OPT,1.363824,OPT,OPT,12,none,480,480,5347,5347,5347,5347,0.0,0.0,"Base,Sym",YES,2,34501,43771,603048,0.120395,0.784481,True,2,34501,43771,603048,0.146887,0.674987,True
C_4xC_10,CxC,40,80,7,7,0.580417,OPT,1.101577,OPT,OPT,7,order,280,280,3120,3128,3120,3096,0.0,0.7692,"Sym,Base",YES,3,1361,2166,32857,0.062784,0.012826,True,3,1117,1874,27571,0.113121,0.086195,True
C_4xP_10,CxP,40,76,7,7,1.733087,OPT,1.743174,OPT,OPT,7,order,280,280,2904,2912,2904,2890,0.0,0.4821,"Base,Sym",YES,3,587,978,10633,0.283351,0.005983,True,3,576,957,10433,0.06402,0.004178,True
P_4xP_10,PxP,40,66,6,6,0.52108,OPT,0.610486,OPT,OPT,6,none,240,240,2196,2196,2196,2196,0.0,0.0,"Sym,Base",YES,3,123,229,2608,0.044407,0.001255,True,3,123,229,2608,0.068433,0.003016,True
C_4oC_10,CoC,44,84,14,14,90.887505,OPT,33.983267,OPT,OPT,14,order,616,616,7514,7529,7514,7437,0.0,1.0248,"Base,Sym",YES,2,2139402,2605560,39411258,0.149008,90.224471,True,2,1326530,1616969,25219866,0.153446,32.800795,True
P_4oP_10,PoP,44,79,13,13,0.906434,OPT,1.668645,OPT,OPT,13,none,572,572,6572,6572,6572,6572,0.0,0.0,"Sym,Base",YES,2,40914,54734,705487,0.084504,0.413742,True,2,40914,54734,705487,0.135203,0.841687,True
C_4oP_10,CoP,44,80,14,14,56.252103,OPT,41.229407,OPT,OPT,14,order,616,616,7402,7417,7402,7325,0.0,1.0403,"Base,Sym",YES,2,1965765,2402675,36594488,0.121154,55.617387,True,2,1431437,1741521,26453681,0.091211,40.324453,True
P_4oC_10,PoC,44,83,13,13,0.909221,OPT,1.207897,OPT,OPT,13,none,572,572,6676,6676,6676,6676,0.0,0.0,"Sym,Base",YES,2,1278,1819,26744,0.115717,0.01154,True,2,1278,1819,26744,0.203939,0.012269,True
C_5xC_3,CxC,15,30,8,8,0.631109,OPT,0.798493,OPT,OPT,8,order,120,120,1260,1269,1260,1239,0.0,1.6667,"Base,Sym",YES,3,3308,4445,60297,0.042352,0.042403,True,3,1961,2652,35146,0.025117,0.015236,True
C_5xP_3,CxP,15,25,7,7,0.689584,OPT,0.935028,OPT,OPT,7,order,105,105,960,968,960,944,0.0,1.6667,"Sym,Base",YES,2,631,876,12591,0.020814,0.006768,True,2,626,833,10856,0.01689,0.004871,True
P_5xP_3,PxP,15,22,6,6,0.676846,OPT,0.638037,OPT,OPT,6,none,90,90,703,703,703,703,0.0,0.0,"Base,Sym",YES,2,82,113,1227,0.010487,0.000489,True,2,82,113,1227,0.011554,0.000542,True
C_5oC_3,CoC,20,35,8,8,0.598946,OPT,0.475189,OPT,OPT,8,order,160,160,1330,1339,1330,1301,0.0,2.1805,"Sym,Base",YES,2,1505,2429,27853,0.029918,0.013849,True,2,1096,1737,20190,0.016421,0.007595,True
P_5oP_3,PoP,20,29,7,7,0.942207,OPT,0.548304,OPT,OPT,7,none,140,140,1014,1014,1014,1014,0.0,0.0,"Base,Sym",YES,2,370,604,5439,0.021801,0.004534,True,2,370,604,5439,0.010194,0.002075,True
C_5oP_3,CoP,20,30,7,7,0.401864,OPT,0.463805,OPT,OPT,7,order,140,140,1100,1108,1100,1070,0.0,2.7273,"Sym,Base",YES,2,410,589,6307,0.011872,0.002523,True,2,228,355,3579,0.01812,0.001846,True
P_5oC_3,PoC,20,34,7,7,0.712316,OPT,0.593306,OPT,OPT,7,none,140,140,1084,1084,1084,1084,0.0,0.0,"Base,Sym",YES,2,296,447,3453,0.018436,0.001834,True,2,296,447,3453,0.015936,0.001651,True
C_5xC_4,CxC,20,40,7,7,0.690227,OPT,0.70995,OPT,OPT,7,order,140,140,1560,1568,1560,1536,0.0,1.5385,"Sym,Base",YES,2,420,572,7956,0.02883,0.005039,True,2,374,480,6726,0.084299,0.005068,True
C_5xP_4,CxP,20,35,7,7,0.538498,OPT,0.468025,OPT,OPT,7,order,140,140,1370,1378,1370,1354,0.0,1.1679,"Base,Sym",YES,3,838,1109,16581,0.030134,0.006476,True,3,638,894,13052,0.036117,0.01332,True
P_5xP_4,PxP,20,31,6,6,0.743336,OPT,0.504609,OPT,OPT,6,none,120,120,1011,1011,1011,1011,0.0,0.0,"Sym,Base",YES,3,113,171,1897,0.023241,0.000855,True,3,113,171,1897,0.019559,0.000745,True
C_5oC_4,CoC,25,45,8,8,0.538419,OPT,0.586803,OPT,OPT,8,order,200,200,1795,1804,1795,1758,0.0,2.0613,"Base,Sym",YES,3,974,1448,15561,0.038657,0.007022,True,3,590,816,8512,0.047414,0.003893,True
P_5oP_4,PoP,25,39,8,8,0.779088,OPT,0.70453,OPT,OPT,8,none,200,200,1600,1600,1600,1600,0.0,0.0,"Sym,Base",YES,2,1180,1644,18770,0.035306,0.008524,True,2,1180,1644,18770,0.028038,0.008626,True
C_5oP_4,CoP,25,40,8,8,0.733617,OPT,0.665871,OPT,OPT,8,order,200,200,1715,1724,1715,1678,0.0,2.1574,"Base,Sym",YES,2,1388,1939,24474,0.056386,0.014304,True,2,928,1296,16115,0.026239,0.010945,True
P_5oC_4,PoC,25,44,8,8,0.47192,OPT,0.703888,OPT,OPT,8,none,200,200,1680,1680,1680,1680,0.0,0.0,"Sym,Base",YES,3,1022,1465,15667,0.028214,0.006361,True,3,1022,1465,15667,0.033276,0.006167,True
C_5xC_5,CxC,25,50,8,8,0.821325,OPT,0.598319,OPT,OPT,8,order,200,200,2325,2334,2325,2300,0.0,1.0753,"Base,Sym",YES,3,11938,15107,351757,0.067617,0.303993,True,3,7888,10133,221274,0.05572,0.132484,True
C_5xP_5,CxP,25,45,7,7,0.687141,OPT,0.536351,OPT,OPT,7,order,175,175,1780,1788,1780,1764,0.0,0.8989,"Sym,Base",YES,3,828,1132,16289,0.048698,0.008032,True,3,767,1085,16342,0.051208,0.008135,True
P_5xP_5,PxP,25,40,6,6,0.65072,OPT,0.443057,OPT,OPT,6,none,150,150,1319,1319,1319,1319,0.0,0.0,"Base,Sym",YES,3,116,197,1886,0.046902,0.001168,True,3,116,197,1886,0.023683,0.000779,True
C_5oC_5,CoC,30,55,9,9,0.501093,OPT,0.958642,OPT,OPT,9,order,270,270,2580,2590,2580,2536,0.0,1.7054,"Sym,Base",YES,2,3910,5180,65879,0.030146,0.028709,True,2,4624,6123,91524,0.047947,0.041695,True
P_5oP_5,PoP,30,49,9,9,0.711813,OPT,0.568935,OPT,OPT,9,none,270,270,2342,2342,2342,2342,0.0,0.0,"Base,Sym",YES,2,3400,4582,54571,0.079121,0.073836,True,2,3400,4582,54571,0.027301,0.02289,True
C_5oP_5,CoP,30,50,9,9,0.505278,OPT,0.805836,OPT,OPT,9,order,270,270,2490,2500,2490,2446,0.0,1.7671,"Sym,Base",YES,2,4165,5742,72814,0.03133,0.035111,True,2,3178,4250,52784,0.049719,0.048434,True
P_5oC_5,PoC,30,54,9,9,0.784863,OPT,0.549289,OPT,OPT,9,none,270,270,2432,2432,2432,2432,0.0,0.0,"Base,Sym",YES,2,3983,5223,64045,0.147497,0.03551,True,2,3983,5223,64045,0.038128,0.02939,True
C_5xC_6,CxC,30,60,8,8,0.895109,OPT,0.779501,OPT,OPT,8,order,240,240,2790,2799,2790,2765,0.0,0.8961,"Sym,Base",YES,3,16780,21407,518289,0.048138,0.383214,True,3,9780,13021,297952,0.064734,0.151803,True
C_5xP_6,CxP,30,55,7,7,0.674143,OPT,0.534169,OPT,OPT,7,order,210,210,2190,2198,2190,2174,0.0,0.7306,"Base,Sym",YES,3,843,1143,20139,0.046127,0.007743,True,3,854,1185,19665,0.040698,0.006533,True
P_5xP_6,PxP,30,49,6,6,0.483622,OPT,0.643414,OPT,OPT,6,none,180,180,1627,1627,1627,1627,0.0,0.0,"Sym,Base",YES,3,112,173,2105,0.030043,0.001017,True,3,112,173,2105,0.074316,0.00132,True
C_5oC_6,CoC,35,65,10,10,0.986101,OPT,0.66276,OPT,OPT,10,order,350,350,3540,3551,3540,3489,0.0,1.4407,"Base,Sym",YES,1,19738,24978,372750,0.032226,0.322821,True,1,18201,22902,355406,0.022101,0.224906,True
P_5oP_6,PoP,35,59,10,10,0.772692,OPT,0.739188,OPT,OPT,10,none,350,350,3255,3255,3255,3255,0.0,0.0,"Sym,Base",YES,1,11861,15177,201279,0.020276,0.106716,True,1,11861,15177,201279,0.05072,0.209093,True
C_5oP_6,CoP,35,60,10,10,0.944706,OPT,0.790341,OPT,OPT,10,order,350,350,3440,3451,3440,3389,0.0,1.4826,"Base,Sym",YES,1,17685,22474,334024,0.036159,0.321934,True,1,13858,17675,252090,0.025904,0.151115,True
P_5oC_6,PoC,35,64,10,10,0.750728,OPT,0.760318,OPT,OPT,10,none,350,350,3355,3355,3355,3355,0.0,0.0,"Sym,Base",YES,1,11115,14252,197994,0.02299,0.113713,True,1,11115,14252,197994,0.046884,0.186043,True
C_5xC_7,CxC,35,70,7,7,0.9291,OPT,0.825743,OPT,OPT,7,order,245,245,2870,2878,2870,2844,0.0,0.9059,"Base,Sym",YES,3,960,1378,23289,0.197027,0.014142,True,3,929,1313,24736,0.140709,0.01008,True
C_5xP_7,CxP,35,65,7,7,0.507443,OPT,1.042603,OPT,OPT,7,order,245,245,2600,2608,2600,2584,0.0,0.6154,"Sym,Base",YES,3,843,1164,19157,0.048504,0.00763,True,3,834,1154,18936,0.08445,0.010487,True
P_5xP_7,PxP,35,58,6,6,0.905631,OPT,0.534983,OPT,OPT,6,none,210,210,1935,1935,1935,1935,0.0,0.0,"Base,Sym",YES,3,135,245,2697,0.084987,0.001475,True,3,135,245,2697,0.042735,0.001182,True
C_5oC_7,CoC,40,75,11,11,1.73818,OPT,1.404035,OPT,OPT,11,order,440,440,4690,4702,4690,4632,0.0,1.2367,"Sym,Base",YES,2,44234,55450,828855,0.088533,1.164543,True,2,40498,50653,826571,0.07434,0.636455,True
P_5oP_7,PoP,40,69,11,11,1.328766,OPT,1.034987,OPT,OPT,11,none,440,440,4354,4354,4354,4354,0.0,0.0,"Base,Sym",YES,2,34819,42768,626248,0.129156,0.6258,True,2,34819,42768,626248,0.052284,0.563032,True
C_5oP_7,CoP,40,70,11,11,2.745942,OPT,1.558106,OPT,OPT,11,order,440,440,4580,4592,4580,4522,0.0,1.2664,"Sym,Base",YES,2,77518,96069,1493220,0.10136,2.000156,True,2,46375,57990,930225,0.090032,0.956884,True
P_5oC_7,PoC,40,74,11,11,1.542888,OPT,1.602922,OPT,OPT,11,none,440,440,4464,4464,4464,4464,0.0,0.0,"Base,Sym",YES,2,41728,52068,758652,0.121665,0.67632,True,2,41728,52068,758652,0.097344,0.588074,True
C_5xC_8,CxC,40,80,7,7,0.50885,OPT,0.612384,OPT,OPT,7,order,280,280,3280,3288,3280,3254,0.0,0.7927,"Sym,Base",YES,3,1026,1509,26522,0.067695,0.008727,True,3,798,1183,21671,0.113587,0.014529,True
C_5xP_8,CxP,40,75,7,7,0.618805,OPT,0.637726,OPT,OPT,7,order,280,280,3010,3018,3010,2994,0.0,0.5316,"Base,Sym",YES,3,793,1109,19222,0.135633,0.009518,True,3,751,1057,17537,0.074468,0.006349,True
P_5xP_8,PxP,40,67,6,6,0.78983,OPT,0.543437,OPT,OPT,6,none,240,240,2243,2243,2243,2243,0.0,0.0,"Sym,Base",YES,3,143,270,3170,0.057483,0.001501,True,3,143,270,3170,0.060826,0.001516,True
C_5oC_8,CoC,45,85,12,12,5.064601,OPT,2.639868,OPT,OPT,12,order,540,540,6045,6058,6045,5980,0.0,1.0753,"Base,Sym",YES,2,206265,253190,4071826,0.08976,4.347014,True,2,141781,174557,2690653,0.068932,2.134599,True
P_5oP_8,PoP,45,79,12,12,2.003709,OPT,2.496494,OPT,OPT,12,none,540,540,5654,5654,5654,5654,0.0,0.0,"Sym,Base",YES,2,107361,136094,1888727,0.064236,1.529933,True,2,107361,136094,1888727,0.09195,1.920995,True
C_5oP_8,CoP,45,80,12,12,3.305562,OPT,1.9304,OPT,OPT,12,order,540,540,5925,5938,5925,5860,0.0,1.097,"Base,Sym",YES,2,153659,193215,2923474,0.124562,2.699385,True,2,101030,124392,1866157,0.065596,1.444941,True
P_5oC_8,PoC,45,84,12,12,1.988268,OPT,1.959919,OPT,OPT,12,none,540,540,5774,5774,5774,5774,0.0,0.0,"Sym,Base",YES,2,88716,109922,1667880,0.071109,1.503938,True,2,88716,109922,1667880,0.089291,1.355177,True
C_5xC_9,CxC,45,90,8,8,1.896106,OPT,0.959735,OPT,OPT,8,order,360,360,4185,4194,4185,4160,0.0,0.5974,"Base,Sym",YES,3,54177,73534,1863433,0.071775,1.384764,True,3,27606,38667,893567,0.062527,0.508061,True
C_5xP_9,CxP,45,85,7,7,0.47343,OPT,0.804923,OPT,OPT,7,order,315,315,3420,3428,3420,3404,0.0,0.4678,"Sym,Base",YES,3,915,1286,19510,0.065552,0.007349,True,3,955,1361,20343,0.312342,0.009472,True
P_5xP_9,PxP,45,76,6,6,0.498777,OPT,0.458556,OPT,OPT,6,none,270,270,2551,2551,2551,2551,0.0,0.0,"Base,Sym",YES,3,158,287,3227,0.04728,0.001318,True,3,158,287,3227,0.044594,0.001224,True
C_5oC_9,CoC,50,95,13,13,15.901219,OPT,8.032565,OPT,OPT,13,order,650,650,7620,7634,7620,7548,0.0,0.9449,"Sym,Base",YES,2,677811,830165,12956788,0.088993,15.41841,True,2,400597,496688,7831077,0.106565,7.268319,True
P_5oP_9,PoP,50,89,13,13,7.416953,OPT,7.013403,OPT,OPT,13,none,650,650,7170,7170,7170,7170,0.0,0.0,"Base,Sym",YES,2,368111,455034,6708211,0.089962,6.661349,True,2,368111,455034,6708211,0.082152,6.535555,True
C_5oP_9,CoP,50,90,13,13,14.07926,OPT,8.377378,OPT,OPT,13,order,650,650,7490,7504,7490,7418,0.0,0.9613,"Sym,Base",YES,2,623454,772700,11481843,0.084203,13.572886,True,2,407484,505569,7659823,0.274183,7.654643,True
P_5oC_9,PoC,50,94,13,13,10.555595,OPT,10.072697,OPT,OPT,13,none,650,650,7300,7300,7300,7300,0.0,0.0,"Base,Sym",YES,2,466365,573025,8453118,0.11448,9.94434,True,2,466365,573025,8453118,0.08331,9.588322,True
C_5xC_10,CxC,50,100,8,8,2.795905,OPT,2.088498,OPT,OPT,8,order,400,400,4650,4659,4650,4625,0.0,0.5376,"Sym,Base",YES,3,82593,112386,2955024,0.071274,2.351067,True,3,51700,71267,1741011,0.084518,1.539203,True
C_5xP_10,CxP,50,95,7,7,0.528257,OPT,0.473197,OPT,OPT,7,order,350,350,3830,3838,3830,3814,0.0,0.4178,"Base,Sym",YES,3,782,1152,19713,0.081375,0.006959,True,3,861,1272,21493,0.066095,0.007468,True
P_5xP_10,PxP,50,85,6,6,0.441171,OPT,0.789667,OPT,OPT,6,none,300,300,2859,2859,2859,2859,0.0,0.0,"Sym,Base",YES,3,137,290,3309,0.049815,0.001262,True,3,137,290,3309,0.068394,0.001774,True
C_5oC_10,CoC,55,105,14,14,77.164357,OPT,34.777549,OPT,OPT,14,order,770,770,9430,9445,9430,9351,0.0,0.8378,"Base,Sym",YES,2,2483594,3002645,46003352,0.38222,76.302389,True,2,1199132,1525921,22548032,0.156635,33.966113,True
P_5oP_10,PoP,55,99,14,14,32.136581,OPT,33.350899,OPT,OPT,14,none,770,770,8917,8917,8917,8917,0.0,0.0,"Sym,Base",YES,2,1215835,1513647,22227277,0.125027,31.23425,True,2,1215835,1513647,22227277,0.134184,32.407673,True
C_5oP_10,CoP,55,100,14,14,65.741128,OPT,35.950113,OPT,OPT,14,order,770,770,9290,9305,9290,9211,0.0,0.8504,"Base,Sym",YES,2,1954866,2399823,35390024,0.231361,64.802293,True,2,1345855,1676632,24310484,0.175358,34.948539,True
P_5oC_10,PoC,55,104,14,14,37.270484,OPT,35.469791,OPT,OPT,14,none,770,770,9057,9057,9057,9057,0.0,0.0,"Sym,Base",YES,2,1169499,1444800,20717124,0.110818,36.713678,True,2,1169499,1444800,20717124,0.40764,33.718028,True
C_6xC_3,CxC,18,36,7,7,0.660602,OPT,0.472295,OPT,OPT,7,order,126,126,1332,1340,1332,1310,0.0,1.6517,"Base,Sym",YES,3,597,845,10640,0.050725,0.005303,True,3,341,469,5698,0.027323,0.002268,True
C_6xP_3,CxP,18,30,6,6,0.637246,OPT,0.652506,OPT,OPT,6,order,108,108,996,1003,996,979,0.0,1.7068,"Sym,Base",YES,3,167,262,2580,0.023459,0.0016,True,3,212,290,3231,0.029092,0.002831,True
P_6xP_3,PxP,18,27,6,6,0.556879,OPT,0.419361,OPT,OPT,6,none,108,108,869,869,869,869,0.0,0.0,"Base,Sym",YES,2,91,130,1341,0.009648,0.000537,True,2,91,130,1341,0.008872,0.000499,True
C_6oC_3,CoC,24,42,7,7,0.482222,OPT,0.548839,OPT,OPT,7,order,168,168,1404,1412,1404,1374,0.0,2.1368,"Sym,Base",YES,2,243,333,3371,0.017232,0.001339,True,2,158,258,2097,0.019334,0.000934,True
P_6oP_3,PoP,24,35,7,7,0.50338,OPT,0.734868,OPT,OPT,7,none,168,168,1234,1234,1234,1234,0.0,0.0,"Base,Sym",YES,2,413,608,6143,0.017925,0.002566,True,2,413,608,6143,0.015723,0.00226,True
C_6oP_3,CoP,24,36,7,7,0.428987,OPT,0.50285,OPT,OPT,7,order,168,168,1320,1328,1320,1290,0.0,2.2727,"Sym,Base",YES,2,341,576,5374,0.016856,0.001971,True,2,460,737,7741,0.031051,0.004449,True
P_6oC_3,PoC,24,41,7,7,0.454841,OPT,0.443564,OPT,OPT,7,none,168,168,1318,1318,1318,1318,0.0,0.0,"Base,Sym",YES,2,257,394,3162,0.015809,0.002121,True,2,257,394,3162,0.015889,0.001212,True
C_6xC_4,CxC,24,48,7,7,0.450309,OPT,0.471956,OPT,OPT,7,order,168,168,1872,1880,1872,1848,0.0,1.2821,"Sym,Base",YES,2,469,602,8261,0.02204,0.003107,True,2,402,520,7862,0.026816,0.003592,True
C_6xP_4,CxP,24,42,7,7,0.638247,OPT,0.418191,OPT,OPT,7,order,168,168,1644,1652,1644,1628,0.0,0.9732,"Base,Sym",YES,3,1338,1828,34347,0.036594,0.012824,True,3,738,1031,17831,0.030526,0.006187,True
P_6xP_4,PxP,24,38,6,6,0.423122,OPT,0.555538,OPT,OPT,6,none,144,144,1248,1248,1248,1248,0.0,0.0,"Sym,Base",YES,3,123,176,1810,0.025312,0.000773,True,3,123,176,1810,0.041246,0.000962,True
C_6oC_4,CoC,30,54,8,8,0.498624,OPT,0.501127,OPT,OPT,8,order,240,240,2154,2163,2154,2117,0.0,1.7177,"Base,Sym",YES,3,960,1405,14406,0.04422,0.006189,True,3,870,1235,13867,0.039068,0.005323,True
P_6oP_4,PoP,30,47,8,8,0.444105,OPT,0.479515,OPT,OPT,8,none,240,240,1943,1943,1943,1943,0.0,0.0,"Sym,Base",YES,2,1031,1431,16951,0.021488,0.006172,True,2,1031,1431,16951,0.029792,0.006826,True
C_6oP_4,CoP,30,48,8,8,0.466047,OPT,0.435783,OPT,OPT,8,order,240,240,2058,2067,2058,2021,0.0,1.7979,"Base,Sym",YES,2,1093,1638,19217,0.023695,0.010591,True,2,941,1387,16765,0.02383,0.005997,True
P_6oC_4,PoC,30,53,8,8,0.526816,OPT,0.685401,OPT,OPT,8,none,240,240,2039,2039,2039,2039,0.0,0.0,"Sym,Base",YES,3,1015,1518,15772,0.034496,0.007201,True,3,1015,1518,15772,0.047103,0.007448,True
C_6xC_5,CxC,30,60,8,8,0.844367,OPT,0.96687,OPT,OPT,8,order,240,240,2790,2799,2790,2765,0.0,0.8961,"Base,Sym",YES,3,14595,18956,463973,0.067235,0.330882,True,3,9344,12381,286167,0.05365,0.137931,True
C_6xP_5,CxP,30,54,7,7,0.482809,OPT,0.960959,OPT,OPT,7,order,210,210,2136,2144,2136,2120,0.0,0.7491,"Sym,Base",YES,2,1238,1717,35875,0.024953,0.011258,True,2,985,1396,29522,0.031688,0.011093,True
P_6xP_5,PxP,30,49,6,6,0.472738,OPT,0.655861,OPT,OPT,6,none,180,180,1627,1627,1627,1627,0.0,0.0,"Base,Sym",YES,3,104,175,1989,0.028637,0.000819,True,3,104,175,1989,0.040365,0.000836,True
C_6oC_5,CoC,36,66,9,9,0.979638,OPT,0.804693,OPT,OPT,9,order,324,324,3096,3106,3096,3052,0.0,1.4212,"Sym,Base",YES,2,3773,5163,65546,0.045146,0.049453,True,2,1887,2620,30851,0.080898,0.018573,True
P_6oP_5,PoP,36,59,9,9,0.56067,OPT,0.476247,OPT,OPT,9,none,324,324,2840,2840,2840,2840,0.0,0.0,"Base,Sym",YES,2,3956,5403,68298,0.046068,0.039114,True,2,3956,5403,68298,0.031838,0.026216,True
C_6oP_5,CoP,36,60,9,9,0.681764,OPT,0.494307,OPT,OPT,9,order,324,324,2988,2998,2988,2944,0.0,1.4726,"Sym,Base",YES,2,3726,4960,65310,0.05071,0.03822,True,2,2824,3706,48570,0.036358,0.022298,True
P_6oC_5,PoC,36,65,9,9,0.680935,OPT,0.454479,OPT,OPT,9,none,324,324,2948,2948,2948,2948,0.0,0.0,"Base,Sym",YES,2,2881,3888,47181,0.048657,0.026587,True,2,2881,3888,47181,0.03654,0.022455,True
C_6xC_6,CxC,36,72,7,7,1.104955,OPT,0.542829,OPT,OPT,7,order,252,252,2952,2960,2952,2926,0.0,0.8808,"Sym,Base",YES,3,7587,11283,246581,0.072486,0.096825,True,3,4041,6031,136248,0.057056,0.049321,True
C_6xP_6,CxP,36,66,7,7,0.727187,OPT,0.441881,OPT,OPT,7,order,252,252,2628,2636,2628,2612,0.0,0.6088,"Base,Sym",YES,2,1275,1731,33950,0.0368,0.017069,True,2,1318,1782,33636,0.029819,0.01143,True
P_6xP_6,PxP,36,60,6,6,0.613281,OPT,0.465093,OPT,OPT,6,none,216,216,2006,2006,2006,2006,0.0,0.0,"Sym,Base",YES,3,130,230,2427,0.062973,0.001306,True,3,130,230,2427,0.043359,0.001012,True
C_6oC_6,CoC,42,78,10,10,0.675701,OPT,0.609068,OPT,OPT,10,order,420,420,4248,4259,4248,4197,0.0,1.2006,"Base,Sym",YES,1,15418,19758,292686,0.032759,0.192503,True,1,16791,21553,317938,0.024897,0.187466,True
P_6oP_6,PoP,42,71,10,10,0.563027,OPT,0.595501,OPT,OPT,10,none,420,420,3943,3943,3943,3943,0.0,0.0,"Sym,Base",YES,2,10251,13249,173300,0.049416,0.095028,True,2,10251,13249,173300,0.054634,0.111904,True
C_6oP_6,CoP,42,72,10,10,0.622887,OPT,0.591434,OPT,OPT,10,order,420,420,4128,4139,4128,4077,0.0,1.2355,"Base,Sym",YES,1,13670,17778,242235,0.02468,0.17286,True,1,15217,19222,273182,0.024511,0.16111,True
P_6oC_6,PoC,42,77,10,10,0.556633,OPT,0.787433,OPT,OPT,10,none,420,420,4063,4063,4063,4063,0.0,0.0,"Sym,Base",YES,2,9962,12804,169192,0.046696,0.085847,True,2,9962,12804,169192,0.094998,0.182115,True
C_6xC_7,CxC,42,84,8,8,4.234343,OPT,2.27791,OPT,OPT,8,order,336,336,3906,3915,3906,3881,0.0,0.64,"Base,Sym",YES,3,93615,118234,3952901,0.072962,3.754278,True,3,57202,74591,2359183,0.072315,1.816561,True
C_6xP_7,CxP,42,78,7,7,0.773221,OPT,0.476577,OPT,OPT,7,order,294,294,3120,3128,3120,3104,0.0,0.5128,"Sym,Base",YES,2,1344,1832,37504,0.038763,0.012707,True,2,1414,1902,39477,0.040722,0.017993,True
P_6xP_7,PxP,42,71,6,6,0.472773,OPT,0.482077,OPT,OPT,6,none,252,252,2385,2385,2385,2385,0.0,0.0,"Base,Sym",YES,3,141,240,2976,0.044231,0.001148,True,3,141,240,2976,0.044044,0.001191,True
C_6oC_7,CoC,48,90,11,11,0.925581,OPT,0.978267,OPT,OPT,11,order,528,528,5628,5640,5628,5570,0.0,1.0306,"Sym,Base",YES,2,41322,51560,774507,0.060924,0.474829,True,2,34215,42087,657444,0.069001,0.487372,True
P_6oP_7,PoP,48,83,11,11,1.866843,OPT,1.505672,OPT,OPT,11,none,528,528,5270,5270,5270,5270,0.0,0.0,"Base,Sym",YES,2,36272,45066,680601,0.069547,1.374066,True,2,36272,45066,680601,0.076548,0.656642,True
C_6oP_7,CoP,48,84,11,11,1.096289,OPT,2.424453,OPT,OPT,11,order,528,528,5496,5508,5496,5438,0.0,1.0553,"Sym,Base",YES,2,41030,51284,742498,0.0631,0.582875,True,2,43613,54806,826863,0.12212,0.899698,True
P_6oC_7,PoC,48,89,11,11,1.378573,OPT,1.039649,OPT,OPT,11,none,528,528,5402,5402,5402,5402,0.0,0.0,"Base,Sym",YES,2,35437,43485,654913,0.216914,0.716333,True,2,35437,43485,654913,0.073983,0.464339,True
C_6xC_8,CxC,48,96,7,7,0.67362,OPT,0.675854,OPT,OPT,7,order,336,336,3936,3944,3936,3910,0.0,0.6606,"Sym,Base",YES,3,2022,3092,61857,0.086754,0.033149,True,3,1167,1795,36314,0.125184,0.015411,True
C_6xP_8,CxP,48,90,7,7,0.607741,OPT,0.778568,OPT,OPT,7,order,336,336,3612,3620,3612,3596,0.0,0.443,"Base,Sym",YES,2,1518,2070,40820,0.085791,0.019176,True,2,1309,1836,35420,0.051885,0.01319,True
P_6xP_8,PxP,48,82,6,6,0.570997,OPT,0.566927,OPT,OPT,6,none,288,288,2764,2764,2764,2764,0.0,0.0,"Sym,Base",YES,3,143,266,2976,0.062769,0.001353,True,3,143,266,2976,0.058009,0.001369,True
C_6oC_8,CoC,54,102,12,12,3.170524,OPT,1.971966,OPT,OPT,12,order,648,648,7254,7267,7254,7189,0.0,0.8961,"Base,Sym",YES,2,158256,197267,3101204,0.105886,2.594036,True,2,95605,118700,1713694,0.114789,1.426281,True
P_6oP_8,PoP,54,95,12,12,2.762059,OPT,2.899661,OPT,OPT,12,none,648,648,6839,6839,6839,6839,0.0,0.0,"Sym,Base",YES,2,136478,168712,2449088,0.086774,2.220026,True,2,136478,168712,2449088,0.102455,2.333962,True
C_6oP_8,CoP,54,96,12,12,3.134305,OPT,2.793552,OPT,OPT,12,order,648,648,7110,7123,7110,7045,0.0,0.9142,"Base,Sym",YES,2,136298,168962,2477482,0.117736,2.521814,True,2,132244,162675,2478198,0.10511,2.223942,True
